TID,OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,U_Trap2,LL_Source,LOGITUDE,LATITUDE,LL_Source0,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,U_id2,Numtests
Y12P02892,201352,Desplaines Valley MAD,mp,1000 N. 25TH AVE.,MELROSE PARK,60160,1000 N. 25TH AVE._MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,10-Jul-12,Culex,PIPIENS/RESTUANS,UTR0884,IDPH,-87.86557,41.89633,IDPH,dv337,24-Jun-12,26,UTR0884 dv337,2
Y12P04955,203271,Desplaines Valley MAD,mp,1000 N. 25TH AVE.,MELROSE PARK,60160,1000 N. 25TH AVE._MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,10-Jul-12,Culex,PIPIENS/RESTUANS,UTR0884,IDPH,-87.86557,41.89633,IDPH,dv383,28-Jun-12,26,UTR0884 dv383,2
Y12P05178,203354,FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,MPWN01,Maple Ave. and Plymouth St.,DOWNERS GROVE,60516,Maple Ave. and Plymouth St._DOWNERS GROVE_60516,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,27-Jun-12,Culex,SP,UTR0806,GISSA,-88.0228,41.78649,IDPH,37,27-Jun-12,26,UTR0806 37,1
Y12P02919,201361,Desplaines Valley MAD,NE,26TH & HARLEM,NORTH RIVERSIDE,60546,26TH & HARLEM_NORTH RIVERSIDE_60546,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,10-Jul-12,Culex,PIPIENS/RESTUANS,UTR0847,IDPH,-87.80665,41.84341,IDPH,dv346,24-Jun-12,26,UTR0847 dv346,2
Y12P05165,203341,Desplaines Valley MAD,NE,26TH & HARLEM,NORTH RIVERSIDE,60546,26TH & HARLEM_NORTH RIVERSIDE_60546,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,10-Jul-12,Culex,PIPIENS/RESTUANS,UTR0847,IDPH,-87.80665,41.84341,IDPH,dv372,27-Jun-12,26,UTR0847 dv372,2
Y12P04967,203275,Desplaines Valley MAD,NE,26TH & HARLEM,NORTH RIVERSIDE,60546,26TH & HARLEM_NORTH RIVERSIDE_60546,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,10-Jul-12,Culex,PIPIENS/RESTUANS,UTR0847,IDPH,-87.80665,41.84341,IDPH,dv387,28-Jun-12,26,UTR0847 dv387,2
Y12P06869,204385,North Shore MAD,NSA305,742 WESTWOOD LN CB,WILMETTE,60091,742 WESTWOOD LN CB_WILMETTE_60091,COOK,COOK COUNTY HEALTH DEPT,ASPIRATOR,7,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1020,IDPH,-87.75085,42.07776,IDPH,NS649,26-Jun-12,26,UTR1020 NS649,2
Y12P06872,204386,North Shore MAD,NSA306,BRUMMEL & KENTON INTERSECTION CB,SKOKIE,60076,BRUMMEL & KENTON INTERSECTION CB_SKOKIE_60076,COOK,COOK COUNTY HEALTH DEPT,ASPIRATOR,46,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR0985,IDPH,-87.742805,42.02086,IDPH,NS648,29-Jun-12,26,UTR0985 NS648,2
Y12P06797,204361,North Shore MAD,NSG13,2900 PATRIOT BLVD,GLENVIEW,60025,2900 PATRIOT BLVD_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1040,IDPH,-87.821683,42.110783,IDPH,NS591,27-Jun-12,26,UTR1040 NS591,2
Y12P06737,204341,North Shore MAD,NSG13,2900 PATRIOT BLVD,GLENVIEW,60025,2900 PATRIOT BLVD_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1040,IDPH,-87.821683,42.110783,IDPH,NS618,29-Jun-12,26,UTR1040 NS618,2
Y12P06740,204342,North Shore MAD,NSG13,2900 PATRIOT BLVD,GLENVIEW,60025,2900 PATRIOT BLVD_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1040,IDPH,-87.821683,42.110783,IDPH,NS619,29-Jun-12,26,UTR1040 NS619,2
Y12P06743,204343,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1036,IDPH,-87.74885,42.098383,IDPH,NS620,29-Jun-12,26,UTR1036 NS620,2
Y12P06746,204344,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1036,IDPH,-87.74885,42.098383,IDPH,NS621,29-Jun-12,26,UTR1036 NS621,2
Y12P06749,204345,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1036,IDPH,-87.74885,42.098383,IDPH,NS622,29-Jun-12,26,UTR1036 NS622,2
Y12P06752,204346,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1036,IDPH,-87.74885,42.098383,IDPH,NS623,29-Jun-12,26,UTR1036 NS623,2
Y12P06755,204347,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1036,IDPH,-87.74885,42.098383,IDPH,NS624,29-Jun-12,26,UTR1036 NS624,2
Y12P06758,204348,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1036,IDPH,-87.74885,42.098383,IDPH,NS625,29-Jun-12,26,UTR1036 NS625,2
Y12P06761,204349,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1036,IDPH,-87.74885,42.098383,IDPH,NS626,29-Jun-12,26,UTR1036 NS626,2
Y12P06764,204350,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1036,IDPH,-87.74885,42.098383,IDPH,NS627,29-Jun-12,26,UTR1036 NS627,2
Y12P06767,204351,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1036,IDPH,-87.74885,42.098383,IDPH,NS628,29-Jun-12,26,UTR1036 NS628,2
Y12P06800,204362,North Shore MAD,NSG17,212 DEWEY,EVANSTON,60201,212 DEWEY_EVANSTON_60201,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR0987,IDPH,-87.696433,42.022067,IDPH,NS592,27-Jun-12,26,UTR0987 NS592,2
Y12P06770,204352,North Shore MAD,NSG17,212 DEWEY,EVANSTON,60201,212 DEWEY_EVANSTON_60201,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR0987,IDPH,-87.696433,42.022067,IDPH,NS629,29-Jun-12,26,UTR0987 NS629,2
Y12P06650,204312,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS565,27-Jun-12,26,UTR1017 NS565,2
Y12P06653,204313,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS566,27-Jun-12,26,UTR1017 NS566,2
Y12P06656,204314,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS567,27-Jun-12,26,UTR1017 NS567,2
Y12P06659,204315,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS568,27-Jun-12,26,UTR1017 NS568,2
Y12P06662,204316,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS569,27-Jun-12,26,UTR1017 NS569,2
Y12P06665,204317,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS570,27-Jun-12,26,UTR1017 NS570,2
Y12P06824,204370,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS600,29-Jun-12,26,UTR1017 NS600,2
Y12P06827,204371,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS601,29-Jun-12,26,UTR1017 NS601,2
Y12P06830,204372,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS602,29-Jun-12,26,UTR1017 NS602,2
Y12P06833,204373,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS603,29-Jun-12,26,UTR1017 NS603,2
Y12P06836,204374,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS604,29-Jun-12,26,UTR1017 NS604,2
Y12P06839,204375,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1017,IDPH,-87.8036,42.067666,IDPH,NS605,29-Jun-12,26,UTR1017 NS605,2
Y12P06773,204353,North Shore MAD,NSG21,KEADY CENTER - SKOKIE&HIBBARD,WILMETTE,60091,KEADY CENTER - SKOKIE&HIBBARD_WILMETTE_60091,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1019,IDPH,-87.751133,42.076717,IDPH,NS630,29-Jun-12,26,UTR1019 NS630,2
Y12P06776,204354,North Shore MAD,NSG21,KEADY CENTER - SKOKIE&HIBBARD,WILMETTE,60091,KEADY CENTER - SKOKIE&HIBBARD_WILMETTE_60091,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1019,IDPH,-87.751133,42.076717,IDPH,NS631,29-Jun-12,26,UTR1019 NS631,2
Y12P06779,204355,North Shore MAD,NSG21,KEADY CENTER - SKOKIE&HIBBARD,WILMETTE,60091,KEADY CENTER - SKOKIE&HIBBARD_WILMETTE_60091,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1019,IDPH,-87.751133,42.076717,IDPH,NS632,29-Jun-12,26,UTR1019 NS632,2
Y12P06782,204356,North Shore MAD,NSG21,KEADY CENTER - SKOKIE&HIBBARD,WILMETTE,60091,KEADY CENTER - SKOKIE&HIBBARD_WILMETTE_60091,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1019,IDPH,-87.751133,42.076717,IDPH,NS633,29-Jun-12,26,UTR1019 NS633,2
Y12P06803,204363,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1003,IDPH,-87.789667,42.04255,IDPH,NS593,27-Jun-12,26,UTR1003 NS593,2
Y12P06785,204357,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1003,IDPH,-87.789667,42.04255,IDPH,NS634,29-Jun-12,26,UTR1003 NS634,2
Y12P06788,204358,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1003,IDPH,-87.789667,42.04255,IDPH,NS635,29-Jun-12,26,UTR1003 NS635,2
Y12P06791,204359,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1003,IDPH,-87.789667,42.04255,IDPH,NS636,29-Jun-12,26,UTR1003 NS636,2
Y12P06794,204360,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1003,IDPH,-87.789667,42.04255,IDPH,NS637,29-Jun-12,26,UTR1003 NS637,2
Y12P06971,204419,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1003,IDPH,-87.789667,42.04255,IDPH,NS638,29-Jun-12,26,UTR1003 NS638,2
Y12P06974,204420,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1003,IDPH,-87.789667,42.04255,IDPH,NS639,29-Jun-12,26,UTR1003 NS639,2
Y12P06716,204334,North Shore MAD,NSG23,NILES FPD - NORDICA & FARGO,NILES,60714,NILES FPD - NORDICA & FARGO_NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR0983,IDPH,-87.798462,42.01703,IDPH,NS587,27-Jun-12,26,UTR0983 NS587,2
Y12P06719,204335,North Shore MAD,NSG23,NILES FPD - NORDICA & FARGO,NILES,60714,NILES FPD - NORDICA & FARGO_NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR0983,IDPH,-87.798462,42.01703,IDPH,NS588,27-Jun-12,26,UTR0983 NS588,2
Y12P07025,204437,North Shore MAD,NSG23,NILES FPD - NORDICA & FARGO,NILES,60714,NILES FPD - NORDICA & FARGO_NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR0983,IDPH,-87.798462,42.01703,IDPH,NS640,29-Jun-12,26,UTR0983 NS640,2
Y12P07028,204438,North Shore MAD,NSG23,NILES FPD - NORDICA & FARGO,NILES,60714,NILES FPD - NORDICA & FARGO_NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR0983,IDPH,-87.798462,42.01703,IDPH,NS641,29-Jun-12,26,UTR0983 NS641,2
Y12P07031,204439,North Shore MAD,NSG23,NILES FPD - NORDICA & FARGO,NILES,60714,NILES FPD - NORDICA & FARGO_NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR0983,IDPH,-87.798462,42.01703,IDPH,NS642,29-Jun-12,26,UTR0983 NS642,2
Y12P07034,204440,North Shore MAD,NSG23,NILES FPD - NORDICA & FARGO,NILES,60714,NILES FPD - NORDICA & FARGO_NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR0983,IDPH,-87.798462,42.01703,IDPH,NS643,29-Jun-12,26,UTR0983 NS643,2
Y12P06806,204364,North Shore MAD,NSG24,SOMME WOODS,NORTHBROOK,60062,SOMME WOODS_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1047,IDPH,-87.84219,42.12548,IDPH,NS594,27-Jun-12,26,UTR1047 NS594,2
Y12P07052,204446,North Shore MAD,NSG24,SOMME WOODS,NORTHBROOK,60062,SOMME WOODS_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,42,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1047,IDPH,-87.84219,42.12548,IDPH,NS644,29-Jun-12,26,UTR1047 NS644,2
Y12P07100,204462,North Shore MAD,NSG25,CENTENNIAL PARK,KENILWORTH,60043,CENTENNIAL PARK_KENILWORTH_60043,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1026,IDPH,-87.716083,42.085583,IDPH,NS645,29-Jun-12,26,UTR1026 NS645,2
Y12P06809,204365,North Shore MAD,NSG26,GREENBAY ROAD - TURNBULL WOODS,GLENCOE,60022,GREENBAY ROAD - TURNBULL WOODS_GLENCOE_60022,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1051,IDPH,-87.77531,42.14952,IDPH,NS595,27-Jun-12,26,UTR1051 NS595,2
Y12P07103,204463,North Shore MAD,NSG26,GREENBAY ROAD - TURNBULL WOODS,GLENCOE,60022,GREENBAY ROAD - TURNBULL WOODS_GLENCOE_60022,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1051,IDPH,-87.77531,42.14952,IDPH,NS646,29-Jun-12,26,UTR1051 NS646,2
Y12P06812,204366,North Shore MAD,NSG27,3550 LAKE,SKOKIE,60076,3550 LAKE_SKOKIE_60076,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1005,IDPH,-87.71772,42.04461,IDPH,NS596,27-Jun-12,26,UTR1005 NS596,2
Y12P06815,204367,North Shore MAD,NSG27,3550 LAKE,SKOKIE,60076,3550 LAKE_SKOKIE_60076,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1005,IDPH,-87.71772,42.04461,IDPH,NS597,27-Jun-12,26,UTR1005 NS597,2
Y12P06818,204368,North Shore MAD,NSG27,3550 LAKE,SKOKIE,60076,3550 LAKE_SKOKIE_60076,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1005,IDPH,-87.71772,42.04461,IDPH,NS598,27-Jun-12,26,UTR1005 NS598,2
Y12P06821,204369,North Shore MAD,NSG27,3550 LAKE,SKOKIE,60076,3550 LAKE_SKOKIE_60076,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1005,IDPH,-87.71772,42.04461,IDPH,NS599,27-Jun-12,26,UTR1005 NS599,2
Y12P07169,204485,North Shore MAD,NSG28,9000 GROSS POINT ROAD,SKOKIE,60077,9000 GROSS POINT ROAD_SKOKIE_60077,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,6,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1004,IDPH,-87.75368,42.0441,IDPH,NS647,29-Jun-12,26,UTR1004 NS647,2
Y12P06722,204336,North Shore MAD,NSG3,PERKINS WOODS,EVANSTON,60201,PERKINS WOODS_EVANSTON_60201,COOK,EVANSTON HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1014,IDPH,-87.7118,42.059166,IDPH,NS589,27-Jun-12,26,UTR1014 NS589,2
Y12P06725,204337,North Shore MAD,NSG3,PERKINS WOODS,EVANSTON,60201,PERKINS WOODS_EVANSTON_60201,COOK,EVANSTON HEALTH DEPT,GRAVID TRAP,48,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1014,IDPH,-87.7118,42.059166,IDPH,NS590,27-Jun-12,26,UTR1014 NS590,2
Y12P06668,204318,North Shore MAD,NSG5,4600 Block BRUMMEL,SKOKIE,60077,4600 Block BRUMMEL_SKOKIE_60077,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1033,IDPH,-87.761766,42.097216,IDPH,NS571,27-Jun-12,26,UTR1033 NS571,2
Y12P06671,204319,North Shore MAD,NSG5,4600 Block BRUMMEL,SKOKIE,60077,4600 Block BRUMMEL_SKOKIE_60077,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1033,IDPH,-87.761766,42.097216,IDPH,NS572,27-Jun-12,26,UTR1033 NS572,2
Y12P06674,204320,North Shore MAD,NSG5,4600 Block BRUMMEL,SKOKIE,60077,4600 Block BRUMMEL_SKOKIE_60077,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,12-Jul-12,Culex,PIPIENS,UTR1033,IDPH,-87.761766,42.097216,IDPH,NS573,27-Jun-12,26,UTR1033 NS573,2
Y12P06677,204321,North Shore MAD,NSG5,4600 Block BRUMMEL,SKOKIE,60077,4600 Block BRUMMEL_SKOKIE_60077,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,12-Jul-12,Culex,PIPIENS,UTR1033,IDPH,-87.761766,42.097216,IDPH,NS574,27-Jun-12,26,UTR1033 NS574,2
